"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Earl Barron",213.36,12,3.3,5.1,0.4,-7,"2012-13"
"Aaron Brooks",182.88,53,7.1,1.5,2.2,-10.7,"2012-13"
"Tristan Thompson",205.74,82,11.7,9.4,1.3,-5.7,"2012-13"
"Trevor Booker",203.2,48,5.3,5,0.8,-9.3,"2012-13"
"Trevor Ariza",203.2,56,9.5,4.8,2,-0.4,"2012-13"
"Travis Outlaw",205.74,38,5.3,1.6,0.6,-6.6,"2012-13"
"Tornike Shengelia",205.74,19,1.6,1.2,0.2,2.7,"2012-13"
"Tony Wroten",198.12,35,2.6,0.8,1.2,-11.6,"2012-13"
"Tony Parker",187.96,66,20.3,3,7.6,10.7,"2012-13"
"Tony Allen",193.04,79,8.9,4.6,1.2,6.8,"2012-13"
"Toney Douglas",187.96,71,7.5,1.9,2.1,3.1,"2012-13"
"Tobias Harris",203.2,55,11,5.2,1.3,-7.8,"2012-13"
"Timofey Mozgov",215.9,41,2.6,2.6,0.2,-7.2,"2012-13"
"Troy Murphy",210.82,14,4.6,3.5,0.5,-5.5,"2012-13"
"Tim Ohlbrecht",210.82,3,1,0.3,0.3,-33.4,"2012-13"
"Tiago Splitter",210.82,81,10.3,6.4,1.6,10.3,"2012-13"
"Thomas Robinson",208.28,70,4.8,4.5,0.7,-7,"2012-13"
"Thaddeus Young",203.2,76,14.8,7.5,1.6,-0.2,"2012-13"
"Thabo Sefolosha",200.66,81,7.6,3.9,1.5,12.5,"2012-13"
"Terrence Williams",198.12,24,4.6,1.8,1.6,0.7,"2012-13"
"Terrence Ross",198.12,73,6.4,2,0.7,-3.3,"2012-13"
"Terrence Jones",205.74,19,5.5,3.4,0.8,-2.6,"2012-13"
"Terrel Harris",193.04,20,0.8,1.3,0.5,0.9,"2012-13"
"Tayshaun Prince",205.74,82,10.4,4.4,2.4,2.3,"2012-13"
"Taj Gibson",205.74,65,8,5.3,0.9,4.8,"2012-13"
"Steve Novak",208.28,81,6.6,1.9,0.4,6.5,"2012-13"
"Tim Duncan",210.82,69,17.8,9.9,2.7,10.5,"2012-13"
"Steve Nash",190.5,50,12.7,2.8,6.7,1.4,"2012-13"
"Ty Lawson",180.34,73,16.7,2.7,6.9,4.4,"2012-13"
"Tyler Honeycutt",203.2,9,0.9,1.1,0.2,-17.8,"2012-13"
"Drew Gooden",208.28,16,3.3,1.9,0.4,-5.3,"2012-13"
"Dwight Howard",210.82,76,17.1,12.4,1.4,3.4,"2012-13"
"Dwyane Wade",193.04,69,21.2,5,5.1,13,"2012-13"
"Zaza Pachulia",210.82,52,5.9,6.5,1.5,0.7,"2012-13"
"Zach Randolph",205.74,76,15.4,11.2,1.4,4.6,"2012-13"
"Xavier Henry",198.12,50,3.9,1.8,0.3,-13.9,"2012-13"
"Wilson Chandler",203.2,43,13,5.1,1.3,9.3,"2012-13"
"Willie Green",190.5,72,6.3,1.3,0.8,4.4,"2012-13"
"Will Conroy",187.96,4,0.3,0.3,0,-100.2,"2012-13"
"Will Bynum",182.88,65,9.8,1.5,3.6,-6.6,"2012-13"
"Will Barton",195.58,73,4,2,0.8,-13.4,"2012-13"
"Tyler Hansbrough",205.74,81,7,4.6,0.4,-0.6,"2012-13"
"Wesley Matthews",195.58,69,14.8,2.8,2.5,-2.2,"2012-13"
"Wayne Ellington",193.04,78,7.9,2.1,1.3,-0.3,"2012-13"
"Vladimir Radmanovic",208.28,25,1.3,1.1,0.3,-11.7,"2012-13"
"Vince Carter",198.12,81,13.4,4.1,2.4,4.7,"2012-13"
"Victor Claver",205.74,49,3.8,2.4,0.9,-9,"2012-13"
"Viacheslav Kravtsov",210.82,25,3.1,1.8,0.4,-6.2,"2012-13"
"Udonis Haslem",203.2,75,3.9,5.4,0.5,11.9,"2012-13"
"Tyson Chandler",215.9,66,10.4,10.7,0.9,6.4,"2012-13"
"Tyshawn Taylor",190.5,38,2.2,0.5,0.6,-12.1,"2012-13"
"Tyrus Thomas",208.28,26,4.8,2.3,0.7,-12.1,"2012-13"
"Tyreke Evans",198.12,65,15.2,4.4,3.5,-5.7,"2012-13"
"Tyler Zeller",213.36,77,7.9,5.7,1.2,-8,"2012-13"
"Wesley Johnson",200.66,50,8,2.5,0.7,-11.8,"2012-13"
"Draymond Green",200.66,79,2.9,3.3,0.7,0.4,"2012-13"
"Steve Blake",190.5,45,7.3,2.9,3.8,2.1,"2012-13"
"Stephen Curry",190.5,78,22.9,4,6.9,2.4,"2012-13"
"Robert Sacre",213.36,32,1.3,1.1,0.2,-12.3,"2012-13"
"Ricky Rubio",193.04,57,10.7,4,7.3,-2.9,"2012-13"
"Richard Jefferson",200.66,56,3.1,1.5,0.6,1.7,"2012-13"
"Richard Hamilton",200.66,50,9.8,1.7,2.4,-2.2,"2012-13"
"Reggie Williams",201,40,3.7,1.3,1,-6.7,"2012-13"
"Reggie Jackson",190.5,70,5.3,2.4,1.7,7.4,"2012-13"
"Reggie Evans",203.2,80,4.5,11.1,0.5,4.4,"2012-13"
"Raymond Felton",185.42,68,13.9,2.9,5.5,5.9,"2012-13"
"Ray Allen",195.58,79,10.9,2.7,1.7,5.5,"2012-13"
"Rasheed Wallace",210.82,21,7,4,0.3,3.7,"2012-13"
"Rashard Lewis",208.28,55,5.2,2.2,0.5,0.6,"2012-13"
"Robin Lopez",213.36,82,11.3,5.6,0.8,-4.2,"2012-13"
"AJ Price",187.96,57,7.7,2,3.6,-2.3,"2012-13"
"Rajon Rondo",185.42,38,13.7,5.6,11.1,-1.3,"2012-13"
"Quincy Pondexter",198.12,59,6.4,2.2,1,1.6,"2012-13"
"Quincy Miller",205.74,7,1.3,0.3,0.4,-3.7,"2012-13"
"Quincy Acy",200.66,29,4,2.7,0.4,12.1,"2012-13"
"Quentin Richardson",198.12,1,5,10,1,-14.8,"2012-13"
"Perry Jones III",210.82,38,2.3,1.6,0.3,1.9,"2012-13"
"Paul Pierce",200.66,77,18.6,6.3,4.8,3.5,"2012-13"
"Paul Millsap",203.2,78,14.6,7.1,2.6,0,"2012-13"
"Paul George",203.2,79,17.4,7.6,4.1,7.2,"2012-13"
"Pau Gasol",213.36,49,13.7,8.6,4.1,3.3,"2012-13"
"Patty Mills",182.88,58,5.1,0.9,1.1,2.2,"2012-13"
"Ramon Sessions",190.5,61,14.4,2.8,3.8,-12.3,"2012-13"
"Stephen Jackson",203.2,55,6.2,2.8,1.5,4.4,"2012-13"
"Rodney Stuckey",195.58,76,11.5,2.8,3.6,-7.4,"2012-13"
"Roger Mason Jr.",195.58,69,5.3,1.9,1.1,-1.7,"2012-13"
"Spencer Hawes",215.9,82,11,7.2,2.2,-3.6,"2012-13"
"Solomon Jones",208.28,2,0,1.5,0,2.7,"2012-13"
"Shelvin Mack",190.5,31,4.6,1.3,2.2,-3.3,"2012-13"
"Shawn Marion",200.66,67,12.1,7.8,2.4,-3.1,"2012-13"
"Shavlik Randolph",208.28,16,4.2,4.4,0.3,1.6,"2012-13"
"Shaun Livingston",200.66,66,6.3,2.4,3.3,-4.1,"2012-13"
"Shannon Brown",193.04,59,10.5,2.5,1.8,-8.1,"2012-13"
"Shane Battier",203.2,72,6.6,2.3,1,11.9,"2012-13"
"Serge Ibaka",208.28,80,13.2,7.7,0.5,11.2,"2012-13"
"Sebastian Telfair",182.88,59,5.6,1.4,2.6,-1.8,"2012-13"
"Scott Machado",185.42,6,1.3,0.2,1,-21.5,"2012-13"
"Rodrigue Beaubois",187.96,45,4,1.3,1.9,3.5,"2012-13"
"Sasha Pavlovic",200.66,39,2.6,1.4,0.8,-3.6,"2012-13"
"Samardo Samuels",205.74,18,3.2,1.6,0.4,-9.5,"2012-13"
"Sam Young",198.12,56,2.8,2.2,0.8,-4,"2012-13"
"Ryan Hollins",213.36,60,3.4,2.3,0.2,5.2,"2012-13"
"Ryan Anderson",208.28,81,16.2,6.4,1.2,-6.6,"2012-13"
"Russell Westbrook",190.5,82,23.2,5.2,7.4,12.3,"2012-13"
"Rudy Gay",203.2,75,18.2,6.1,2.7,3.1,"2012-13"
"Royal Ivey",193.04,53,3.2,1.1,0.6,-4.4,"2012-13"
