"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Randy Livingston",193.04,64,3.9,1.5,2.4,0.3,"1996-97"
"Gaylon Nickerson",190.5,4,3.8,1.3,0.3,8.9,"1996-97"
"George Lynch",203.2,41,8.3,6.4,1.9,-8.2,"1996-97"
"George McCloud",203.2,64,10.2,2.8,1.7,-2.7,"1996-97"
"George Zidek",213.36,52,2.8,1.7,0.3,-14.1,"1996-97"
"Gerald Wilkins",198.12,80,10.6,2.2,2.2,-5.8,"1996-97"
"Gheorghe Muresan",231.14,73,10.6,6.6,0.4,6.9,"1996-97"
"Glen Rice",203.2,79,26.8,4,2,3.2,"1996-97"
"Glenn Robinson",200.66,80,21.1,6.3,3.1,-2.9,"1996-97"
"Grant Hill",203.2,80,21.4,9,7.3,6.9,"1996-97"
"Gary Trent",203.2,82,10.8,5.2,1.1,2.5,"1996-97"
"Grant Long",205.74,65,5,3.4,0.6,4,"1996-97"
"Greg Anthony",185.42,65,9.5,2.8,6.3,-9.4,"1996-97"
"Greg Dreiling",215.9,40,2,1.9,0.3,-8,"1996-97"
"Greg Foster",210.82,79,3.5,2.4,0.4,-0.9,"1996-97"
"Greg Graham",193.04,28,3.3,0.5,0.4,3.6,"1996-97"
"Greg Minor",198.12,23,9.6,3.5,1.5,-2.1,"1996-97"
"Greg Ostertag",218.44,77,7.3,7.3,0.4,15.9,"1996-97"
"Hakeem Olajuwon",213.36,78,23.2,9.2,3,6.5,"1996-97"
"Harvey Grant",205.74,78,4.1,3.3,0.9,1.7,"1996-97"
"Haywoode Workman",187.96,4,5.5,1.8,2.8,-7.3,"1996-97"
"Greg Anderson",208.28,82,3.9,5.5,0.4,-14.2,"1996-97"
"Gary Payton",193.04,82,21.8,4.6,7.1,10.3,"1996-97"
"Gary Grant",190.5,28,3.9,1.4,1.6,3.2,"1996-97"
"Fred Roberts",208.28,12,1.8,0.8,0,-13.1,"1996-97"
"Eldridge Recasner",193.04,71,5.7,1.6,1.3,-0.3,"1996-97"
"Elliot Perry",182.88,82,6.9,1.5,3,-1.2,"1996-97"
"Elmer Bennett",182.88,9,2.4,0.4,1.2,-7.4,"1996-97"
"Elmore Spencer",213.36,1,0,0,0,-147.5,"1996-97"
"Emanual Davis",195.58,13,5,1.7,2,6.6,"1996-97"
"Ennis Whatley",190.5,3,1.3,1,1,-57.4,"1996-97"
"Eric Leckner",210.82,20,1.7,1.8,0.3,-3.9,"1996-97"
"Eric Mobley",210.82,28,2.6,2.1,0.5,-15.4,"1996-97"
"Eric Montross",213.36,78,4.4,6.6,0.8,-6.6,"1996-97"
"Eric Murdock",185.42,12,3.8,0.9,2,-1.4,"1996-97"
