"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Hedo Turkoglu",208.28,38,3,2.3,0.9,2.2,"2013-14"
"Hasheem Thabeet",220.98,23,1.2,1.7,0,4.2,"2013-14"
"Harrison Barnes",203.2,78,9.5,4,1.5,-0.8,"2013-14"
"Hamady Ndiaye",213.36,14,0.4,1.3,0.2,-14.9,"2013-14"
"Gustavo Ayon",208.28,26,4.3,4.8,1.1,-1.6,"2013-14"
"Greg Oden",213.36,23,2.9,2.3,0,-7.5,"2013-14"
"Greg Stiemsma",210.82,55,2.9,4.1,0.7,-9.5,"2013-14"
"Greg Smith",208.28,11,3.5,2.5,0,-4.7,"2013-14"
"Greg Monroe",210.82,82,15.2,9.3,2.1,-4.1,"2013-14"
"Henry Sims",208.28,46,7.6,5.2,1.1,-8.9,"2013-14"
"Greivis Vasquez",198.12,79,9.6,2.2,4.1,4.3,"2013-14"
"Hilton Armstrong",210.82,15,1.7,3.1,0.3,10.5,"2013-14"
"JJ Redick",193.04,35,15.2,2.1,2.2,8.6,"2013-14"
"Ian Clark",190.5,23,3,0.8,0.7,1.4,"2013-14"
"Ian Mahinmi",210.82,77,3.5,3.3,0.3,1.2,"2013-14"
"Iman Shumpert",195.58,74,6.7,4.2,1.7,5.2,"2013-14"
"Isaiah Canaan",182.88,22,4.6,1.1,1,-4.8,"2013-14"
"Isaiah Thomas",175.26,72,20.3,2.9,6.3,0.2,"2013-14"
"Ish Smith",182.88,70,3.7,1.8,2.6,0.9,"2013-14"
"J.J. Barea",182.88,79,8.4,1.9,3.8,-4.3,"2013-14"
"JJ Hickson",205.74,69,11.8,9.2,1.4,-5.5,"2013-14"
"Gorgui Dieng",210.82,60,4.8,5,0.7,-3.8,"2013-14"
"JR Smith",198.12,74,14.5,4,3,-1,"2013-14"
"JaVale McGee",213.36,5,7,3.4,0.4,0.1,"2013-14"
"Jae Crowder",198.12,78,4.6,2.5,0.8,12.1,"2013-14"
"Hollis Thompson",203.2,77,6,3.2,0.9,-11.1,"2013-14"
"Gordon Hayward",203.2,77,16.2,5.1,5.2,-8.4,"2013-14"
"George Hill",190.5,76,10.3,3.7,3.5,6.2,"2013-14"
"Glen Rice",198.12,11,2.9,1.8,0.6,-2.6,"2013-14"
"Earl Watson",185.42,24,0.5,0.6,1.2,-0.8,"2013-14"
"Ed Davis",208.28,63,5.7,4.1,0.4,3.9,"2013-14"
"Ekpe Udoh",208.28,42,3.4,3.5,0.7,-9.2,"2013-14"
"Elias Harris",203.2,2,0,0.5,0.5,-14.3,"2013-14"
"Elliot Williams",196,67,6,1.9,1.1,-14.9,"2013-14"
"Elton Brand",205.74,73,5.7,4.9,1,-1.3,"2013-14"
"Enes Kanter",210.82,80,12.3,7.5,0.9,-12.8,"2013-14"
"Eric Bledsoe",185.42,43,17.7,4.7,5.5,4.9,"2013-14"
"Eric Gordon",193.04,64,15.4,2.6,3.3,-6.2,"2013-14"
"Eric Maynor",190.5,31,2.6,1.3,1.7,-26.5,"2013-14"
"Erik Murphy",208.28,24,0.3,0.3,0.1,-40,"2013-14"
"Ersan Ilyasova",208.28,55,11.2,6.2,1.3,-9.9,"2013-14"
"Evan Fournier",198.12,76,8.4,2.7,1.5,0.1,"2013-14"
"Evan Turner",200.66,81,14,5,3.2,-7,"2013-14"
"Francisco Garcia",200.66,55,5.7,2.2,1.1,3.3,"2013-14"
"Gal Mekel",190.5,31,2.4,0.9,2,-1.9,"2013-14"
"Garrett Temple",198.12,75,1.8,0.9,1,-5.6,"2013-14"
"Gary Neal",193.04,52,10.5,1.7,1.6,-8.8,"2013-14"
"Jamaal Franklin",195.58,21,1.9,1.1,0.3,4.8,"2013-14"
"Gerald Green",203.2,82,15.8,3.4,1.5,1.2,"2013-14"
"Gerald Henderson",195.58,77,14,4,2.6,-0.9,"2013-14"
"Gerald Wallace",200.66,58,5.1,3.7,2.5,-6.2,"2013-14"
"Giannis Antetokounmpo",205.74,77,6.8,4.4,1.9,-4.4,"2013-14"
"Gigi Datome",203.2,34,2.4,1.4,0.3,8.6,"2013-14"
"Glen Davis",205.74,68,9.4,5.2,1.1,-5.9,"2013-14"
"Goran Dragic",190.5,76,20.3,3.2,5.9,6.5,"2013-14"
"Jamaal Tinsley",190.5,8,1.1,1.4,2.9,-20.2,"2013-14"
"Jan Vesely",213.36,54,3.6,3.5,0.4,-8.8,"2013-14"
"Jameer Nelson",182.88,68,12.1,3.4,7,-6.5,"2013-14"
"Jerryd Bayless",190.5,72,9.3,2,2.7,-4.4,"2013-14"
"Jimmer Fredette",187.96,49,5.6,1.1,1.3,-1.8,"2013-14"
"Jimmy Butler",200.66,67,13.1,4.9,2.6,4.2,"2013-14"
"Joakim Noah",210.82,80,12.6,11.3,5.4,3.9,"2013-14"
"Jodie Meeks",193.04,77,15.7,2.5,1.8,-8.9,"2013-14"
"Joe Johnson",200.66,79,15.8,3.4,2.7,1.1,"2013-14"
"Joel Anthony",205.74,33,0.8,1.2,0.1,-3.5,"2013-14"
"Joel Freeland",208.28,52,3.3,4,0.7,0.5,"2013-14"
"John Henson",210.82,70,11.1,7.1,1.6,-11.5,"2013-14"
"John Jenkins",193.04,13,3.1,1.7,0.8,-4.8,"2013-14"
"John Lucas III",180.34,42,3.8,0.9,1,-16.5,"2013-14"
"John Salmons",198.12,78,5.2,2.1,1.9,-0.1,"2013-14"
"John Wall",193.04,82,19.3,4.1,8.8,2.9,"2013-14"
"Jon Leuer",208.28,49,6.2,3.2,0.4,-1,"2013-14"
"Jonas Jerebko",208.28,64,4.2,2.7,0.6,-6.9,"2013-14"
"Jonas Valanciunas",210.82,81,11.3,8.8,0.7,2.5,"2013-14"
"Jordan Crawford",193.04,81,11,2.3,3.5,-5,"2013-14"
"Jordan Farmar",187.96,41,10.1,2.5,4.9,-3.9,"2013-14"
"Jordan Hamilton",200.66,60,6.7,3.2,0.9,-4,"2013-14"
"Jordan Hill",208.28,72,9.7,7.4,0.8,-9.5,"2013-14"
"Jorge Gutierrez",190.5,15,4.1,1.5,2,-7.8,"2013-14"
"Jose Calderon",190.5,81,11.4,2.4,4.7,0.5,"2013-14"
"Josh Childress",203.2,4,0,0.8,0.5,27.1,"2013-14"
"Josh Harrellson",208.28,32,2.9,2.4,0.5,-0.2,"2013-14"
"Josh McRoberts",208.28,78,8.5,4.8,4.3,1,"2013-14"
"Jermaine O'Neal",210.82,44,7.9,5.5,0.6,3.5,"2013-14"
"Jamal Crawford",195.58,69,18.6,2.3,3.2,6.1,"2013-14"
"Jeremy Tyler",208.28,41,3.6,2.7,0.2,-4.6,"2013-14"
"Jeremy Lamb",195.58,78,8.5,2.4,1.5,8.1,"2013-14"
"James Anderson",198.12,80,10.1,3.8,1.9,-11.2,"2013-14"
"James Harden",195.58,73,25.4,4.7,6.1,7.6,"2013-14"
"James Johnson",205.74,52,7.4,3.2,2.1,6.4,"2013-14"
"James Jones",203.2,20,4.9,1.2,0.5,19.5,"2013-14"
"James Nunnally",200.66,13,3.4,1.5,0.6,-11.4,"2013-14"
"James Southerland",203.2,4,3.5,2,0,8.4,"2013-14"
"Earl Clark",208.28,54,4.8,2.6,0.3,-8.5,"2013-14"
"Jannero Pargo",185.42,29,4.7,0.7,1.8,-11.7,"2013-14"
"Jared Cunningham",193.04,13,2,0.5,0.6,-0.9,"2013-14"
"Jared Dudley",200.66,74,6.9,2.2,1.4,6.2,"2013-14"
"Jared Sullinger",205.74,74,13.3,8.1,1.6,-2.9,"2013-14"
"Jarrett Jack",190.5,80,9.5,2.8,4.1,-5,"2013-14"
"Jarvis Varnado",205.74,24,4.1,2.6,0.5,-11.6,"2013-14"
"Jason Collins",213.36,22,1.1,0.9,0.2,-9.2,"2013-14"
"Jason Maxiell",200.66,34,3.2,2.5,0.3,-10.5,"2013-14"
"Jason Smith",213.36,31,9.7,5.8,0.9,-2.7,"2013-14"
"Jason Terry",187.96,35,4.5,1.1,1.6,-6.2,"2013-14"
"Jason Thompson",210.82,82,7.1,6.4,0.6,-0.3,"2013-14"
"Jeff Adrien",201,53,6.8,5.8,0.7,-3.7,"2013-14"
"Jeff Ayres",205.74,73,3.3,3.5,0.8,7,"2013-14"
"Jeff Green",205.74,82,16.9,4.6,1.7,-7.3,"2013-14"
"Jeff Teague",187.96,79,16.5,2.6,6.7,1.6,"2013-14"
"Jeff Withey",213.36,58,3.3,2.6,0.4,2.1,"2013-14"
"Jeffery Taylor",200.66,26,8,2.3,0.8,-6.9,"2013-14"
"Jeremy Evans",205.74,66,6.1,4.7,0.7,-7.4,"2013-14"
"Jeremy Lin",190.5,71,12.5,2.6,4.1,5.1,"2013-14"
"E'Twaun Moore",193.04,79,6.3,1.7,1.4,-3.5,"2013-14"
"Donald Sloan",190.5,48,2.3,0.9,1,-11.5,"2013-14"
"Dwight Howard",210.82,71,18.3,12.2,1.8,7.9,"2013-14"
"Brandan Wright",208.28,58,9.1,4.2,0.5,6.4,"2013-14"
"Brandon Bass",203.2,82,11.1,5.7,1.1,-8,"2013-14"
"Brandon Davies",208.28,51,2.8,2.1,0.5,-5.2,"2013-14"
"Brandon Jennings",185.42,80,15.5,3.1,7.6,-4.2,"2013-14"
"Brandon Knight",190.5,72,17.9,3.5,4.9,-9.3,"2013-14"
"Brandon Rush",198.12,38,2.1,1.2,0.6,-12.3,"2013-14"
"Brian Roberts",185.42,72,9.4,1.9,3.3,-4.8,"2013-14"
"Brook Lopez",213.36,17,20.7,6,0.9,-0.2,"2013-14"
"Byron Mullens",213.36,45,4.2,2,0.3,-17.8,"2013-14"
"C.J. Watson",187.96,63,6.6,1.6,1.7,7.1,"2013-14"
"CJ McCollum",193.04,38,5.3,1.3,0.7,-4,"2013-14"
"CJ Miles",198.12,51,9.9,2,1,2.2,"2013-14"
"Carl Landry",205.74,18,4.2,3.2,0.3,-13.7,"2013-14"
"Carlos Boozer",205.74,76,13.7,8.3,1.6,-1.5,"2013-14"
"Carmelo Anthony",203.2,77,27.4,8.1,3.1,0.9,"2013-14"
"Caron Butler",200.66,56,10.5,4.1,1.5,-5.9,"2013-14"
"Carrick Felix",198.12,7,2.7,0.9,0.6,4.7,"2013-14"
"Cartier Martin",200.66,59,5.6,1.9,0.6,-6.5,"2013-14"
"Casper Ware",177.8,9,5.3,1,1.1,1,"2013-14"
"Chandler Parsons",205.74,74,16.6,5.5,4,6.3,"2013-14"
"Channing Frye",210.82,82,11.1,5.1,1.2,6,"2013-14"
"Charlie Villanueva",210.82,20,4.6,1.7,0.3,-23.3,"2013-14"
"Chase Budinger",200.66,41,6.7,2.5,0.8,-0.9,"2013-14"
"Chauncey Billups",190.5,19,3.8,1.5,2.2,-7.2,"2013-14"
"Chris Andersen",208.28,72,6.6,5.3,0.3,7,"2013-14"
"Bradley Beal",195.58,73,17.1,3.7,3.3,2,"2013-14"
"Chris Babb",195.58,14,1.6,1.2,0.2,-2.4,"2013-14"
