"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Jermaine O'Neal",210.82,81,12.9,9.8,1.2,0.7,"2000-01"
"Jerome Kersey",200.66,22,3.3,2,0.7,1.3,"2000-01"
"Jason Williams",185.42,77,9.4,2.4,5.4,5.4,"2000-01"
"Jelani McCoy",208.28,70,4.5,3.6,0.8,-4.2,"2000-01"
"Jeff McInnis",193.04,81,12.9,2.7,5.5,-5.5,"2000-01"
"Jeff Foster",210.82,71,3.5,5.5,0.5,4.1,"2000-01"
"Jaren Jackson",193.04,16,2.4,0.8,0.4,-4.5,"2000-01"
"Jason Kidd",193.04,77,16.9,6.4,9.8,2,"2000-01"
"Jason Hart",187.96,1,2,0,1,-7.3,"2000-01"
"Jason Collier",213.36,23,3.1,1.6,0.3,-12.5,"2000-01"
"Jason Caffey",203.2,70,7.1,5,0.8,-1.2,"2000-01"
"Jerome Moiso",208.28,24,1.5,1.8,0.1,-2.2,"2000-01"
"Jamie Feick",205.74,6,3.7,9.3,0.8,-4.3,"2000-01"
"James Robinson",187.96,6,1.7,1.3,0,1.3,"2000-01"
"James Posey",203.2,82,8.1,5.3,2,1.3,"2000-01"
"Jason Terry",187.96,82,19.7,3.3,4.9,-5.8,"2000-01"
"Jerome Williams",205.74,59,6.3,6.5,0.8,0.1,"2000-01"
"John Stockton",185.42,82,11.5,2.8,8.7,11.4,"2000-01"
"Jim Jackson",198.12,56,11.5,4,2.9,-8.9,"2000-01"
"Karl Malone",205.74,81,23.2,8.3,4.5,5.8,"2000-01"
"Jamel Thomas",198.12,5,2.6,1.8,0,-16.2,"2000-01"
"Juwan Howard",205.74,81,18,7.1,2.8,-1.4,"2000-01"
"Jumaine Jones",203.2,65,4.7,2.9,0.5,-0.7,"2000-01"
"Jud Buechler",198.12,57,3.4,1.6,0.7,0,"2000-01"
"Jonathan Bender",210.82,59,3.3,1.3,0.5,-8.4,"2000-01"
"Jon Barry",195.58,62,5.1,1.5,2.1,4.7,"2000-01"
"Jerry Stackhouse",198.12,80,29.8,3.9,5.1,-1.2,"2000-01"
"Johnny Newman",200.66,82,10.9,2.1,1.4,-8.6,"2000-01"
"John Starks",195.58,75,9.3,2.1,2.4,3.8,"2000-01"
"John Crotty",187.96,31,2.1,0.9,1.1,0.7,"2000-01"
"John Coker",213.36,6,0.3,0.8,0.3,-0.1,"2000-01"
"John Amaechi",208.28,82,7.9,3.3,0.9,-5.3,"2000-01"
"Joel Przybilla",215.9,33,0.8,2.2,0.1,-9.5,"2000-01"
"Joe Smith",208.28,69,12.3,7.1,1.1,-0.1,"2000-01"
"Jim McIlvaine",215.9,18,1.6,1.9,0.2,-11.7,"2000-01"
"John Wallace",205.74,40,5.9,2.1,0.6,-8.8,"2000-01"
"Jamal Robinson",200.66,6,1,1.8,0.3,-4.8,"2000-01"
"Greg Anthony",185.42,58,4.9,1.1,1.4,0,"2000-01"
"Jamal Crawford",195.58,61,4.6,1.5,2.3,-14.1,"2000-01"
