"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Aaron McKie",195.58,68,2.2,2.5,1.5,0.2,"2004-05"
"Michael Redd",198.12,75,23,4.2,2.3,-4,"2004-05"
"Michael Olowokandi",213.36,62,5.9,5.2,0.5,-1.2,"2004-05"
"Michael Finley",200.66,64,15.7,4.1,2.6,8.2,"2004-05"
"Michael Doleac",210.82,80,4,3.2,0.6,3.1,"2004-05"
"Michael Curry",195.58,18,1.7,1.5,0.8,-11.7,"2004-05"
"Michael Bradley",205.74,18,1.8,1.6,0.3,2.8,"2004-05"
"Metta World Peace",200.66,7,24.6,6.4,3.1,7,"2004-05"
"Melvin Ely",208.28,79,7.3,4.1,1,-3.9,"2004-05"
"Mehmet Okur",210.82,82,12.9,7.5,2,-5.8,"2004-05"
"Maurice Taylor",205.74,65,7.3,4,1,-2.3,"2004-05"
"Maurice Evans",195.58,65,6.4,3.1,0.7,-0.7,"2004-05"
"Maurice Baker",187.96,5,0,0.4,0.2,27.3,"2004-05"
"Matt Harpring",200.66,78,14,6.2,1.8,-7.3,"2004-05"
"Matt Freije",208.28,23,4,2.7,0.9,-9.9,"2004-05"
"Matt Carroll",198.12,25,9,2.4,0.7,2.3,"2004-05"
"Matt Bonner",208.28,82,7.2,3.5,0.6,-1,"2004-05"
"Matt Barnes",200.66,43,3.8,3.1,1.3,3.3,"2004-05"
"Mateen Cleaves",187.96,14,0.9,0.4,0.5,-16.5,"2004-05"
"Marquis Daniels",198.12,60,9.1,3.6,2.1,2.5,"2004-05"
"Marko Jaric",200.66,50,9.9,3.2,6.1,1.3,"2004-05"
"Mark Pope",208.28,9,0.4,0.9,0.1,-8.6,"2004-05"
"Mark Madsen",205.74,41,2.1,3.1,0.4,6.1,"2004-05"
"Mark Jones",198.12,10,2.3,1.3,0.6,-0.4,"2004-05"
"Mark Blount",213.36,82,9.4,4.8,1.6,0.4,"2004-05"
"Mario Kasun",213.36,44,2.7,2.9,0.2,-5.4,"2004-05"
"Michael Ruffin",203.2,79,1.4,4.2,0.8,-0.7,"2004-05"
"Marcus Haislip",208.28,9,3.6,1.7,0.3,-8.1,"2004-05"
"Michael Stewart",208.28,12,2.1,3.3,0.4,-12.8,"2004-05"
"Mickael Pietrus",198.12,67,9.5,2.8,1.2,0.3,"2004-05"
"Paul Pierce",198.12,82,21.6,6.6,4.2,3.5,"2004-05"
"Pau Gasol",213.36,56,17.8,7.3,2.4,4.1,"2004-05"
"Pat Garrity",205.74,71,4.6,1.7,0.4,-7.2,"2004-05"
"Pape Sow",208.28,27,2.3,2.1,0.1,0.3,"2004-05"
"P.J. Brown",210.82,82,10.8,9,2.2,-9.3,"2004-05"
"Othella Harrington",205.74,70,8,4.2,0.8,6.4,"2004-05"
"Omar Cook",185.42,5,4.6,1.4,4.4,14.9,"2004-05"
"Obinna Ekezie",205.74,42,5.5,4.3,0.3,-5.5,"2004-05"
"Nikoloz Tskitishvili",213.36,35,1.4,1.2,0.3,-7.9,"2004-05"
"Nick Van Exel",185.42,53,11.1,3,4.3,-4,"2004-05"
"Nick Collison",205.74,82,5.6,4.6,0.4,4.2,"2004-05"
"Nene",210.82,55,9.6,5.9,1.5,2.3,"2004-05"
"Nenad Krstic",213.36,75,10,5.3,1,1.4,"2004-05"
"Ndudi Ebi",205.74,2,13.5,8,0.5,17.9,"2004-05"
"Nazr Mohammed",208.28,77,9.5,7.6,0.4,-4.6,"2004-05"
"Morris Peterson",200.66,82,12.5,4.1,2.1,-0.3,"2004-05"
"Moochie Norris",185.42,38,2.4,1.2,1,-5.9,"2004-05"
"Mo Williams",185.42,80,10.2,3.1,6.1,-3.4,"2004-05"
"Milt Palacio",190.5,80,5.8,1.7,3.5,1.1,"2004-05"
"Mikki Moore",213.36,74,5.4,3.3,0.6,-2.3,"2004-05"
"Mike Wilks",177.8,48,1.7,0.5,0.7,-10.5,"2004-05"
"Mike Miller",203.2,76,13.4,3.9,2.9,5.5,"2004-05"
"Mike James",187.96,74,11.8,2.8,3.6,4.4,"2004-05"
"Mike Dunleavy",205.74,79,13.4,5.5,2.6,-1.2,"2004-05"
"Mike Bibby",185.42,80,19.6,4.2,6.8,3.1,"2004-05"
"Michael Sweetney",203.2,77,8.4,5.4,0.6,-2.3,"2004-05"
"Paul Shirley",208.28,9,1.3,0.2,0.3,-49,"2004-05"
"Marcus Fizer",203.2,54,6.2,3.2,1.2,-7.2,"2004-05"
"Marcus Banks",187.96,81,4.6,1.6,1.9,1.7,"2004-05"
"Kurt Thomas",205.74,80,11.5,10.4,2,-3.4,"2004-05"
"Kris Humphries",205.74,67,4.1,2.9,0.6,-12.2,"2004-05"
"Kobe Bryant",198.12,66,27.6,5.9,6,-2.2,"2004-05"
"Kirk Snyder",198.12,68,5,1.8,0.5,-10.9,"2004-05"
"Kirk Penney",195.58,4,0.5,0.3,0.3,-9.2,"2004-05"
"Kirk Hinrich",190.5,77,15.7,3.9,6.4,-0.3,"2004-05"
"Keyon Dooling",190.5,74,5.2,1.2,1.8,4.4,"2004-05"
"Kevin Willis",213.36,29,3,2.6,0.3,-15.5,"2004-05"
"Kevin Ollie",187.96,26,1.1,0.7,0.7,0.6,"2004-05"
"Kevin Martin",200.66,45,2.9,1.3,0.5,3,"2004-05"
"Kevin Garnett",210.82,82,22.2,13.5,5.7,1.2,"2004-05"
"Kerry Kittles",195.58,11,6.3,2.9,1.8,-4,"2004-05"
"Kenyon Martin",205.74,70,15.5,7.3,2.4,1.7,"2004-05"
"Kenny Thomas",200.66,73,12.4,7.3,2.1,-1.2,"2004-05"
"Kenny Anderson",185.42,43,4.7,2,2.4,-12,"2004-05"
"Kendrick Perkins",208.28,60,2.5,2.9,0.4,1.2,"2004-05"
"Kendall Gill",195.58,14,6.1,2.6,1.9,-2.8,"2004-05"
