"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Jason Maxiell",200.66,82,7.9,5.3,0.6,5.2,"2007-08"
"Jason Richardson",198.12,82,21.8,5.4,3.1,-4.1,"2007-08"
"Bobby Simmons",198.12,70,7.6,3.2,1.1,-8,"2007-08"
"Earl Watson",185.42,78,10.7,2.9,6.8,-10.1,"2007-08"
"Eddie Gill",182.88,14,2.7,1.6,1.6,-10.4,"2007-08"
"Eddie House",185.42,78,7.5,2.1,1.9,9.2,"2007-08"
"Eddie Jones",198.12,47,3.7,2.8,1.5,7.4,"2007-08"
"Eddy Curry",210.82,59,13.2,4.7,0.5,-15,"2007-08"
"Eduardo Najera",203.2,78,5.9,4.3,1.2,9.7,"2007-08"
"Elton Brand",203.2,8,17.6,8,2,-16.5,"2007-08"
"Emeka Okafor",208.28,82,13.8,10.7,0.9,-4.6,"2007-08"
"Eric Piatkowski",200.66,16,2.4,0.8,0.6,-7.3,"2007-08"
"Eric Snow",190.5,22,1,0.9,1.9,-10,"2007-08"
"Erick Dampier",210.82,72,6.1,7.5,0.9,5.9,"2007-08"
"Earl Boykins",165.1,36,5.1,0.9,2.7,-6.6,"2007-08"
"Fabricio Oberto",208.28,82,4.8,5.2,1.2,1.1,"2007-08"
"Francisco Elson",213.36,63,3.3,3.2,0.4,-5.3,"2007-08"
"Francisco Garcia",200.66,79,12.3,3.3,1.6,-2.7,"2007-08"
"Fred Jones",187.96,70,7.6,2.4,2.4,-8.7,"2007-08"
"Gabe Pruitt",193.04,15,2.1,0.5,0.9,-4.5,"2007-08"
"Gerald Green",203.2,30,5.1,2.1,1,-6.5,"2007-08"
"Gerald Wallace",200.66,62,19.4,6,3.5,-3.3,"2007-08"
"Gilbert Arenas",193.04,13,19.4,3.9,5.1,-0.2,"2007-08"
"Glen Davis",205.74,69,4.5,3,0.4,7.8,"2007-08"
"Gordan Giricek",198.12,56,5.8,1.7,1.1,2.5,"2007-08"
"Grant Hill",203.2,70,13.1,5,2.9,8.5,"2007-08"
"Greg Buckner",193.04,31,4,2.1,1.3,-14.5,"2007-08"
"Flip Murray",190.5,42,9.4,2,3.4,-2,"2007-08"
"Guillermo Diaz",187.96,6,0.8,0.3,0.2,-3.4,"2007-08"
"Earl Barron",213.36,46,7.1,4.3,0.6,-12.1,"2007-08"
"Dwight Howard",210.82,82,20.7,14.2,1.3,8.1,"2007-08"
"Darrell Armstrong",185.42,50,2.5,1.3,1.5,-7.2,"2007-08"
"Darrick Martin",180.34,17,1.6,0.4,1.2,15.9,"2007-08"
"Darryl Watkins",210.82,9,1.3,1.3,0,-13,"2007-08"
"David Harrison",213.36,55,4.2,2.1,0.3,1.4,"2007-08"
"David Lee",205.74,81,10.8,8.9,1.2,-6.5,"2007-08"
"David West",205.74,76,20.6,8.9,2.3,7.6,"2007-08"
"DeSagana Diop",213.36,79,2.9,5,0.5,4.2,"2007-08"
"DeShawn Stevenson",195.58,82,11.2,2.9,3.1,1.1,"2007-08"
"Delonte West",190.5,61,8.3,3.2,3.8,-2.5,"2007-08"
"Demetris Nichols",203.2,14,1.1,0.4,0.1,-23.3,"2007-08"
"DerMarr Johnson",205.74,5,3.4,0.2,0.2,0.7,"2007-08"
"Dwyane Wade",193.04,51,24.6,4.2,6.9,-6.2,"2007-08"
"Derek Anderson",195.58,28,5,1.9,1.6,-13,"2007-08"
"Deron Williams",190.5,82,18.8,3,10.5,7.3,"2007-08"
"Desmond Mason",195.58,59,9.7,4.3,2.1,-5.2,"2007-08"
"Devean George",203.2,53,3.7,2.6,0.7,0.2,"2007-08"
"Devin Brown",195.58,78,7.5,3.4,2.2,-0.7,"2007-08"
"Devin Harris",190.5,64,14.8,2.7,5.8,5.4,"2007-08"
"Dikembe Mutombo",218.44,39,3,5.1,0.1,3.6,"2007-08"
"Dirk Nowitzki",213.36,77,23.6,8.6,3.5,9.1,"2007-08"
"Dominic McGuire",205.74,70,1.3,2,0.6,-13.4,"2007-08"
"Donyell Marshall",205.74,26,3.8,2.9,0.4,-14.6,"2007-08"
"Dorell Wright",205.74,44,7.9,5,1.4,-5.5,"2007-08"
"Drew Gooden",208.28,69,12,8.6,1.2,-2.2,"2007-08"
"Derek Fisher",185.42,82,11.7,2.1,2.9,6.5,"2007-08"
"Darko Milicic",213.36,70,7.2,6.1,0.8,-8.7,"2007-08"
"Hakim Warrick",205.74,75,11.4,4.7,0.7,-13.5,"2007-08"
"Hilton Armstrong",210.82,65,2.7,2.5,0.4,-1.3,"2007-08"
"Zaza Pachulia",210.82,62,5.2,4,0.6,-1.7,"2007-08"
"Zach Randolph",205.74,69,17.6,10.3,2,-8.3,"2007-08"
"Yi Jianlian",213.36,66,8.6,5.2,0.8,-7.7,"2007-08"
"Yao Ming",228.6,55,22,10.8,2.3,4.1,"2007-08"
"Yakhouba Diawara",200.66,54,2.8,1.1,0.7,2.9,"2007-08"
"Wilson Chandler",203.2,35,7.3,3.6,0.9,-6.7,"2007-08"
"Willie Green",190.5,74,12.4,2.5,2,-1.2,"2007-08"
"Walter Herrmann",205.74,45,3.4,1.6,0.4,-0.6,"2007-08"
"Wally Szczerbiak",200.66,75,11.5,2.9,1.4,-1.1,"2007-08"
"Von Wafer",195.58,29,1.6,0.7,0.2,-2.5,"2007-08"
"Vladimir Radmanovic",208.28,65,8.4,3.3,1.9,11,"2007-08"
"Zydrunas Ilgauskas",220.98,73,14.1,9.3,1.4,0.7,"2007-08"
"Vince Carter",198.12,76,21.3,6,5.1,-2,"2007-08"
"Udonis Haslem",203.2,49,12,9,1.4,-8.3,"2007-08"
"Tyson Chandler",215.9,79,11.8,11.7,1,7.8,"2007-08"
"Tyrus Thomas",203.2,74,6.8,4.6,1.2,-1.3,"2007-08"
"Tyronn Lue",182.88,50,5.8,1.1,1.5,0.1,"2007-08"
"Troy Murphy",210.82,75,12.2,7.2,2.2,-1.1,"2007-08"
"Troy Hudson",185.42,9,3.1,0.8,1,-7.3,"2007-08"
"Trevor Ariza",203.2,35,5.5,3.1,1.3,3.1,"2007-08"
"Trenton Hassell",195.58,63,2,1.3,0.7,-7.4,"2007-08"
"Travis Outlaw",205.74,82,13.3,4.6,1.3,-3.1,"2007-08"
"Travis Diener",185.42,66,6.9,1.7,3.8,-1.8,"2007-08"
"Tracy McGrady",203.2,66,21.6,5.1,5.9,5.7,"2007-08"
"Viktor Khryapa",205.74,9,3.6,2.2,0.9,6,"2007-08"
"Hedo Turkoglu",208.28,82,19.5,5.7,5,8.1,"2007-08"
