"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Brevin Knight",177.8,56,4.7,2,3.6,-4.4,"2003-04"
"Jumaine Jones",203.2,42,2.2,1.6,0.3,-5,"2003-04"
"Zydrunas Ilgauskas",220.98,81,15.3,8.1,1.3,-3.7,"2003-04"
"Chris Wilcox",208.28,65,8.6,4.7,0.8,-4.7,"2003-04"
"Chris Whitney",182.88,16,2.9,0.9,0.9,-16,"2003-04"
"Chris Webber",208.28,23,18.7,8.7,4.6,-0.7,"2003-04"
"Chris Mihm",213.36,76,6.3,5.4,0.3,-2.5,"2003-04"
"Chris Kaman",213.36,82,6.1,5.6,1,-7.5,"2003-04"
"Chris Jefferies",203.2,21,4,1.4,0.3,5.6,"2003-04"
"Chris Crawford",205.74,56,10.2,3.1,0.8,-5.2,"2003-04"
"Chris Bosh",208.28,75,11.5,7.4,1,-3.4,"2003-04"
"Chris Andersen",208.28,71,3.4,4.2,0.5,0.5,"2003-04"
"Cherokee Parks",210.82,12,1,0.8,0.1,-12.6,"2003-04"
"Chauncey Billups",190.5,78,16.9,3.5,5.7,7.5,"2003-04"
"Charlie Ward",187.96,71,6,2,3,-2.5,"2003-04"
"Charles Oakley",205.74,7,1.3,0.7,0.3,-7.9,"2003-04"
"Cezary Trybanski",218.44,7,0.1,0.1,0,-53.8,"2003-04"
"Casey Jacobsen",198.12,78,6,2.6,1.3,-3.1,"2003-04"
"Caron Butler",200.66,68,9.2,4.8,1.9,1.9,"2003-04"
"Carmelo Anthony",203.2,82,21,6.1,2.8,0.6,"2003-04"
"Carlos Boozer",205.74,75,15.5,11.4,2,0.5,"2003-04"
"Carlos Arroyo",187.96,71,12.6,2.6,5,-1.4,"2003-04"
"Calvin Booth",210.82,71,4.9,3.9,0.4,-2.6,"2003-04"
"Calbert Cheaney",200.66,79,7.6,3.3,1.7,1.1,"2003-04"
"Bryon Russell",200.66,72,4,2,1,1.2,"2003-04"
"Bryce Drew",190.5,15,0.8,0.4,0.9,-14.1,"2003-04"
"Christian Laettner",210.82,48,5.9,4.8,1.9,-8.8,"2003-04"
"Chucky Atkins",180.34,64,8.4,1.5,3.5,2.1,"2003-04"
"Clar. Weatherspoon",200.66,52,5,3.9,0.6,-5,"2003-04"
"Clifford Robinson",208.28,82,11.8,3.9,3.3,-2,"2003-04"
"David Wesley",185.42,61,14,2.2,2.9,-1.4,"2003-04"
"Darvin Ham",200.66,54,1.8,1.7,0.3,2.5,"2003-04"
"Darrick Martin",180.34,16,3.4,0.4,1.4,5.2,"2003-04"
"Darrell Armstrong",185.42,79,10.6,2.9,3.9,1.6,"2003-04"
"Darko Milicic",213.36,34,1.4,1.3,0.2,-12.6,"2003-04"
"Darius Songaila",205.74,73,4.6,3.1,0.7,7,"2003-04"
"Darius Miles",205.74,79,10.9,4.5,2.1,-2.8,"2003-04"
"Danny Fortson",203.2,56,3.9,4.5,0.2,6.2,"2003-04"
"Daniel Santiago",215.9,54,4,2.4,0.4,2.9,"2003-04"
"Dana Barros",180.34,1,6,0,0,-58.2,"2003-04"
"Dan Langhi",210.82,6,2.2,0.7,0,15.7,"2003-04"
"Bruno Sundov",218.44,5,2.2,2,0.2,-9.9,"2003-04"
"Dan Gadzuric",210.82,75,5.7,4.6,0.4,2.1,"2003-04"
"Damone Brown",203.2,3,1,1.7,0,-90.2,"2003-04"
"Damon Stoudamire",177.8,82,13.4,3.8,6.1,-2.6,"2003-04"
"Damon Jones",190.5,82,7,2.1,5.8,0.1,"2003-04"
"Dale Davis",210.82,76,4.4,5.2,0.9,-4.9,"2003-04"
"Dajuan Wagner",187.96,44,6.5,1.3,1.2,-7.9,"2003-04"
"Dahntay Jones",198.12,20,1.8,1.2,0.6,-11.2,"2003-04"
"Cuttino Mobley",193.04,80,15.8,4.5,3.2,1.8,"2003-04"
