"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Vitaly Potapenko",208.28,26,4,3.4,0.2,-6.4,"2002-03"
"Vlade Divac",215.9,80,9.9,7.2,3.4,9.5,"2002-03"
"Vladimir Radmanovic",208.28,72,10.1,4.5,1.3,4.7,"2002-03"
"Vladimir Stepania",215.9,79,5.6,7,0.3,-6.3,"2002-03"
"Voshon Lenard",193.04,63,14.3,3.4,2.3,-9,"2002-03"
"Wally Szczerbiak",200.66,52,17.6,4.6,2.6,4.2,"2002-03"
"Walt Williams",203.2,66,5.5,3.1,0.9,4.1,"2002-03"
"Walter McCarty",208.28,82,6.1,3.5,1.3,-0.3,"2002-03"
"Wang Zhi-zhi",215.9,41,4.4,1.9,0.2,-3.5,"2002-03"
"Wesley Person",198.12,66,11,2.9,1.7,-1.2,"2002-03"
"Yao Ming",226.06,82,13.5,8.2,1.7,2.2,"2002-03"
"Zach Randolph",205.74,77,8.4,4.5,0.5,-4,"2002-03"
"Zeljko Rebraca",213.36,30,6.6,3.1,0.3,5.5,"2002-03"
"Zendon Hamilton",210.82,3,2,1.3,0,2.8,"2002-03"
"Zydrunas Ilgauskas",220.98,81,17.2,7.5,1.6,-7.9,"2002-03"
"Rafer Alston",187.96,47,7.8,2.3,4.1,-7.4,"2002-03"
"Troy Hudson",185.42,79,14.2,2.3,5.7,2.7,"2002-03"
"Steve Kerr",185.42,75,4,0.8,0.9,1.7,"2002-03"
"Trenton Hassell",195.58,82,4.2,3.1,1.8,-10.2,"2002-03"
"Travis Knight",213.36,32,1.9,1.9,0.4,-3.4,"2002-03"
"Steven Hunter",213.36,33,3.9,2.8,0.2,3.1,"2002-03"
"Steven Smith",203.2,53,6.8,1.9,1.3,1.9,"2002-03"
"Stromile Swift",205.74,67,9.7,5.7,0.7,-2.5,"2002-03"
"Tamar Slay",203.2,36,2.6,0.9,0.4,-0.8,"2002-03"
"Tariq Abdul-Wahad",198.12,14,4.1,2.9,1.5,8.5,"2002-03"
"Tayshaun Prince",205.74,42,3.3,1.1,0.6,-3.8,"2002-03"
"Terence Morris",205.74,49,3.7,2.6,0.5,-4.3,"2002-03"
"Theo Ratliff",208.28,81,8.7,7.5,0.9,-0.7,"2002-03"
"Tierre Brown",187.96,15,4.3,2,2.6,3.3,"2002-03"
"Tim Duncan",213.36,81,23.3,12.9,3.9,9.1,"2002-03"
"Tim Hardaway",182.88,10,4.9,1.5,2.4,15.5,"2002-03"
"Tim Thomas",208.28,80,13.3,4.9,1.3,-0.4,"2002-03"
"Tito Maddox",193.04,9,1.2,0.8,0.6,-5.3,"2002-03"
"Todd MacCulloch",213.36,42,7.1,4.7,0.5,-4.4,"2002-03"
"Tom Gugliotta",208.28,27,4.8,3.7,1.1,-8.3,"2002-03"
"Toni Kukoc",210.82,63,11.6,4.2,3.7,7.9,"2002-03"
"Tony Battie",210.82,67,7.3,6.5,0.7,5.4,"2002-03"
"Tony Delk",187.96,67,9.8,3.5,2.2,-0.7,"2002-03"
"Tony Massenburg",205.74,58,4.7,2.7,0.3,-5,"2002-03"
"Tony Parker",187.96,82,15.5,2.6,5.3,8.9,"2002-03"
"Tracy McGrady",203.2,75,32.1,6.5,5.5,3.5,"2002-03"
"Tracy Murray",200.66,31,2,0.7,0.4,-15.9,"2002-03"
"Travis Best",180.34,72,8.4,2,3.5,-7.4,"2002-03"
"Tremaine Fowlkes",203.2,37,4.4,2.8,0.6,9.2,"2002-03"
"John Salmons",200.66,64,2.1,0.9,0.7,2.5,"2002-03"
"Glen Rice",203.2,62,9,2.5,1,-1.1,"2002-03"
"John Amaechi",208.28,50,2,1.5,0.4,-2.6,"2002-03"
"Chris Mihm",213.36,52,5.9,4.4,0.5,-8.2,"2002-03"
"Chris Jefferies",203.2,51,3.9,1.2,0.4,-7.4,"2002-03"
"Chris Dudley",210.82,3,0,0.7,0,-65.5,"2002-03"
"Chris Crawford",205.74,5,4.8,1.4,0.2,-1.1,"2002-03"
"Chris Childs",190.5,12,1.3,0.4,1.3,-3,"2002-03"
"Chris Andersen",208.28,59,5.2,4.6,0.5,-7.3,"2002-03"
"Cherokee Parks",210.82,30,6.3,4.4,0.7,-15.3,"2002-03"
"Chauncey Billups",190.5,74,16.2,3.7,3.9,4,"2002-03"
"Charlie Ward",187.96,66,7.2,2.7,4.6,1.8,"2002-03"
"Charles Smith",193.04,3,1.7,0,0.3,19.1,"2002-03"
"Chris Mills",200.66,21,4.8,2.4,1,3.7,"2002-03"
"Charles Oakley",205.74,42,1.8,2.5,1,1.6,"2002-03"
"Casey Jacobsen",198.12,72,5.1,1.2,1,4.3,"2002-03"
"Caron Butler",200.66,78,15.4,5.1,2.7,-7.6,"2002-03"
"Carlos Boozer",205.74,81,10,7.5,1.3,-11.9,"2002-03"
"Carlos Arroyo",187.96,44,2.8,0.6,1.2,-2.3,"2002-03"
"Calvin Booth",210.82,47,2.9,2.3,0.3,3.5,"2002-03"
"Calbert Cheaney",200.66,81,8.6,3.5,2,4.9,"2002-03"
"Bryon Russell",200.66,70,4.5,3,1,-3.2,"2002-03"
"Bryce Drew",190.5,13,1.5,1,0.8,6.4,"2002-03"
"Bruno Sundov",218.44,26,1.2,1.1,0.3,-32.4,"2002-03"
"Bruce Bowen",200.66,82,7.1,2.9,1.4,8.9,"2002-03"
"Cezary Trybanski",218.44,15,0.9,0.9,0.1,-11.1,"2002-03"
"Chris Owens",200.66,1,4,1,0,39.1,"2002-03"
"Chris Webber",208.28,67,23,10.5,5.4,7.5,"2002-03"
"Chris Whitney",182.88,51,7,1.3,2.8,-12.1,"2002-03"
"Danny Manning",208.28,13,2.6,1.4,0.5,-0.7,"2002-03"
"Danny Fortson",203.2,17,3.5,4.3,0.7,-6.2,"2002-03"
"Danny Ferry",208.28,64,1.9,1.2,0.3,2.5,"2002-03"
"Dan Langhi",210.82,60,3.1,1.5,0.4,11.1,"2002-03"
"Dan Gadzuric",210.82,49,3.4,4,0.2,-2.3,"2002-03"
"Dan Dickau",182.88,50,3.7,0.9,1.7,-14.5,"2002-03"
"Damone Brown",203.2,5,5.6,3,0.6,-5.3,"2002-03"
"Damon Stoudamire",177.8,59,6.9,2.6,3.5,4.4,"2002-03"
"Damon Jones",190.5,49,4.6,1.4,1.6,3,"2002-03"
"Dalibor Bagaric",215.9,10,1.9,2,0.4,1.8,"2002-03"
"Dale Davis",210.82,78,7.4,7.2,1.2,3.1,"2002-03"
"Dajuan Wagner",190.5,47,13.4,1.7,2.8,-9.5,"2002-03"
"Cuttino Mobley",193.04,73,17.5,4.2,2.8,1.6,"2002-03"
"Courtney Alexander",195.58,66,7.9,1.8,1.2,-0.3,"2002-03"
"Corliss Williamson",200.66,82,12,4.4,1.3,8.1,"2002-03"
"Corie Blount",208.28,50,3,4.1,1,0.1,"2002-03"
"Corey Maggette",198.12,64,16.8,5,1.9,-6.7,"2002-03"
"Corey Benjamin",198.12,9,4.4,3.4,1.1,-2.9,"2002-03"
"Clifford Robinson",208.28,81,12.2,3.9,3.3,3.2,"2002-03"
"Clar. Weatherspoon",200.66,79,6.6,7.6,0.9,-2.8,"2002-03"
"Chucky Atkins",180.34,65,7.1,1.5,2.7,4.6,"2002-03"
"Christian Laettner",210.82,76,8.3,6.6,3.1,-0.4,"2002-03"
"Chris Wilcox",208.28,46,3.7,2.3,0.5,3.2,"2002-03"
"Brian Skinner",205.74,77,6,4.8,0.2,-0.9,"2002-03"
"Brian Shaw",198.12,72,3.5,1.7,1.4,-5.4,"2002-03"
"Brian Scalabrine",205.74,59,3.1,2.4,0.8,0.5,"2002-03"
"Brian Grant",205.74,82,10.3,10.2,1.3,-6,"2002-03"
"Anthony Johnson",190.5,66,4.1,1.2,1.3,1.4,"2002-03"
"Anthony Goldwire",187.96,15,1.7,0.4,0.3,-20.8,"2002-03"
"Anthony Carter",187.96,49,4.1,1.7,4.1,-7.2,"2002-03"
"Antawn Jamison",205.74,82,22.2,7,1.9,-2.3,"2002-03"
"Ansu Sesay",205.74,45,2.1,1.6,0.5,-7.7,"2002-03"
"Anfernee Hardaway",200.66,58,10.6,4.4,4.1,0.5,"2002-03"
"Andrew DeClercq",208.28,77,4.7,4.4,0.7,4.5,"2002-03"
"Andrei Kirilenko",205.74,80,12,5.3,1.7,2.1,"2002-03"
"Andre Miller",187.96,80,13.6,4,6.7,-5.3,"2002-03"
"Amar'e Stoudemire",208.28,82,13.5,8.8,1,-0.8,"2002-03"
"Amal McCaskill",210.82,11,1,2,0.5,-9.2,"2002-03"
"Alvin Williams",195.58,78,13.2,3.1,5.3,-5.7,"2002-03"
"Alton Ford",205.74,11,0.6,0.5,0.1,-16.7,"2002-03"
"Allen Iverson",182.88,82,27.6,4.2,5.5,1.8,"2002-03"
"Allan Houston",198.12,82,22.5,2.8,2.7,-1.6,"2002-03"
"Alan Henderson",205.74,82,4.8,4.9,0.5,-7.2,"2002-03"
"Al Harrington",205.74,82,12.2,6.2,1.5,2.8,"2002-03"
"Adrian Griffin",195.58,74,4.4,3.6,1.4,8.1,"2002-03"
"Adonal Foyle",208.28,82,5.4,6,0.5,3.7,"2002-03"
"Adam Harrington",195.58,19,1.6,0.4,0.6,-15.7,"2002-03"
"Aaron Williams",205.74,81,6.2,4.1,1.1,1,"2002-03"
"Aaron McKie",195.58,80,9,4.4,3.5,3.9,"2002-03"
"A.J. Guyton",185.42,2,0,0,1,-3.9,"2002-03"
"Anthony Mason",203.2,65,7.2,6.4,3.2,-3.3,"2002-03"
"Darius Miles",205.74,67,9.2,5.4,2.6,-9.9,"2002-03"
"Anthony Peeler",193.04,82,7.7,2.9,3,1.7,"2002-03"
"Antoine Walker",205.74,78,20.1,7.2,4.8,1.5,"2002-03"
"Brian Cardinal",203.2,5,0.8,1,0.2,41.9,"2002-03"
"Brevin Knight",177.8,55,3.9,1.5,4.2,-4.7,"2002-03"
"Brent Barry",198.12,75,10.3,4,5.1,-0.5,"2002-03"
"Brendan Haywood",213.36,81,6.2,5,0.4,0.3,"2002-03"
"Brandon Williams",198.12,6,0.3,0.3,0,-15.2,"2002-03"
"Brandon Armstrong",195.58,17,1.4,0.2,0.1,-9.7,"2002-03"
"Brad Miller",213.36,73,13.1,8.3,2.6,6,"2002-03"
"Bostjan Nachbar",205.74,14,2.1,0.8,0.2,-12.2,"2002-03"
"Bonzi Wells",195.58,75,15.2,5.3,3.3,2.6,"2002-03"
"Bobby Simmons",198.12,36,3.3,2.1,0.6,-2.4,"2002-03"
"Bobby Jackson",185.42,59,15.2,3.7,3.1,5.5,"2002-03"
"Bob Sura",195.58,55,7.3,3,3.2,2.2,"2002-03"
"Bo Outlaw",203.2,80,4.7,4.6,1.4,5.9,"2002-03"
"Bimbo Coles",187.96,35,4.4,1.7,2.1,-8.7,"2002-03"
"Ben Wallace",205.74,73,6.9,15.4,1.6,5,"2002-03"
"Baron Davis",190.5,50,17.1,3.7,6.4,4.7,"2002-03"
"Avery Johnson",180.34,48,3.3,0.6,1.3,-4.3,"2002-03"
"Austin Croshere",208.28,49,5.1,3.2,1.1,3.5,"2002-03"
"Arvydas Sabonis",220.98,78,6.1,4.3,1.8,8.1,"2002-03"
"Art Long",205.74,26,2.3,2.3,0.2,-15.3,"2002-03"
"Antonio Harvey",210.82,4,1,1.5,0,-8.5,"2002-03"
"Antonio Davis",205.74,53,13.9,8.2,2.5,-3.7,"2002-03"
"Antonio Daniels",193.04,67,3.7,1.1,1.3,0.7,"2002-03"
"Antoine Rigaudeau",200.66,11,1.5,0.7,0.5,-33.7,"2002-03"
"John Crotty",185.42,12,3.4,1.3,2.4,-13.7,"2002-03"
"Darrell Armstrong",185.42,82,9.4,3.6,3.9,0.9,"2002-03"
"David Robinson",215.9,64,8.5,7.9,1,11.2,"2002-03"
"Jamison Brewer",193.04,10,2.2,0.9,1.8,6.8,"2002-03"
"James Posey",203.2,83,10.8,5.1,2.2,-3.9,"2002-03"
"Jamal Sampson",210.82,5,0,0.4,0.2,12.3,"2002-03"
"Jamal Mashburn",203.2,82,21.6,6.1,5.6,2.6,"2002-03"
"Jamal Crawford",195.58,80,10.7,2.3,4.2,-1.9,"2002-03"
"Jamaal Tinsley",190.5,73,7.8,3.6,7.5,3.1,"2002-03"
"Jamaal Magloire",210.82,82,10.3,8.8,1.1,2.4,"2002-03"
"Jalen Rose",203.2,82,22.1,4.3,4.8,-6.4,"2002-03"
"Jake Voskuhl",210.82,65,3.8,3.5,0.6,5.8,"2002-03"
"Jake Tsakalidis",218.44,33,4.9,3.7,0.4,-6.4,"2002-03"
"Jannero Pargo",187.96,34,2.5,1.1,1.1,-0.1,"2002-03"
"Jahidi White",205.74,16,4.2,4.6,0.1,-4.9,"2002-03"
"J.R. Bremer",187.96,64,8.3,2.3,2.6,-2.1,"2002-03"
"Ira Newble",200.66,73,7.7,3.7,1.4,-6.1,"2002-03"
"Igor Rakocevic",187.96,42,1.9,0.4,0.8,10.2,"2002-03"
"Hubert Davis",195.58,43,1.8,0.8,0.7,-1.3,"2002-03"
"Howard Eisley",187.96,82,9.1,2.3,5.4,-2.8,"2002-03"
"Horace Grant",208.28,5,5.2,1.6,1.4,-7.1,"2002-03"
"Hedo Turkoglu",208.28,67,6.7,2.8,1.3,-1.6,"2002-03"
"Guy Rucker",205.74,3,0,0.3,0.3,-53.6,"2002-03"
"Greg Ostertag",218.44,81,5.4,6.2,0.7,8.3,"2002-03"
"Greg Foster",210.82,29,4.2,3.5,0.4,-11.7,"2002-03"
"Jacque Vaughn",185.42,80,5.9,1.5,2.9,0,"2002-03"
"Jared Jeffries",210.82,20,4,2.9,0.8,6.6,"2002-03"
"Jarron Collins",210.82,22,5.5,2.7,0.6,-4.2,"2002-03"
"Jason Caffey",203.2,51,5.8,3.5,0.7,-2.3,"2002-03"
"Joel Przybilla",215.9,32,1.5,4.5,0.4,1.4,"2002-03"
"Joe Smith",208.28,54,7.5,5,0.7,3.6,"2002-03"
"Joe Johnson",200.66,82,9.8,3.2,2.6,1.4,"2002-03"
"Jiri Welsch",200.66,37,1.6,0.8,0.7,-0.4,"2002-03"
"Jim Jackson",198.12,63,7.7,4.2,1.9,2.4,"2002-03"
"Jeryl Sasser",198.12,75,2.6,2.5,0.9,-11.2,"2002-03"
"Jerry Stackhouse",198.12,70,21.5,3.7,4.5,0.1,"2002-03"
"Jerome Williams",205.74,71,9.7,9.2,1.3,-4.5,"2002-03"
"Jerome Moiso",208.28,51,4,3.5,0.4,1.1,"2002-03"
"Jerome James",215.9,51,5.4,4.2,0.5,2.1,"2002-03"
"Jermaine O'Neal",210.82,77,20.8,10.3,2,3.1,"2002-03"
"Jermaine Jackson",195.58,53,2.3,1.1,1.4,-11.2,"2002-03"
"Jelani McCoy",208.28,67,6.8,5.3,0.6,-12.5,"2002-03"
"Jeff Trepagnier",193.04,8,5.6,2,0.8,-3.9,"2002-03"
"Jeff McInnis",193.04,75,5.8,1.3,2.3,-5.8,"2002-03"
