"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Marreese Speights",208.28,52,7.7,2.6,0.8,1.6,"2017-18"
"Marquese Chriss",208.28,72,7.7,5.5,1.2,-8.4,"2017-18"
"Markieff Morris",208.28,73,11.5,5.6,1.9,0.7,"2017-18"
"Marquis Teague",187.96,3,3.7,2,4.3,-19.7,"2017-18"
"Marshall Plumlee",213.36,8,1.8,2.1,0.3,1.5,"2017-18"
"Malik Beasley",195.58,62,3.2,1.1,0.5,-1,"2017-18"
"Mason Plumlee",210.82,74,7.1,5.4,1.9,-0.7,"2017-18"
"Matt Costello",208.28,4,1,2.3,0.5,26.6,"2017-18"
"Matt Williams Jr.",195.58,3,1.7,0.3,0,66.7,"2017-18"
"Matthew Dellavedova",193.04,38,4.3,1.7,3.8,-5.5,"2017-18"
"Markelle Fultz",193.04,14,7.1,3.1,3.8,4.8,"2017-18"
"Maurice Harkless",205.74,59,6.5,2.7,0.9,-0.2,"2017-18"
"Marvin Williams",205.74,78,9.5,4.7,1.2,1.6,"2017-18"
"Markel Brown",190.5,4,1.3,1.3,0.5,-25.1,"2017-18"
"MarShon Brooks",195.58,7,20.1,3,3.6,-0.4,"2017-18"
"Mario Chalmers",187.96,66,7.7,2.4,3,-2.5,"2017-18"
"Marcus Smart",193.04,54,10.2,3.5,4.8,6.2,"2017-18"
"Marcus Paige",182.88,5,2.4,0.8,0.6,15.9,"2017-18"
"Marcus Morris Sr.",205.74,54,13.6,5.4,1.3,0.7,"2017-18"
"Marcus Georges-Hunt",195.58,42,1.4,0.4,0.2,-4.4,"2017-18"
"Marco Belinelli",195.58,80,12.1,1.9,1.9,-1.4,"2017-18"
"Malcolm Miller",200.66,15,2.5,1,0.2,2.7,"2017-18"
"Marcin Gortat",210.82,82,8.4,7.6,1.8,2.1,"2017-18"
"Marc Gasol",215.9,73,17.2,8.1,4.2,-6.9,"2017-18"
"Malik Monk",190.5,63,6.7,1,1.4,-11.8,"2017-18"
"Manu Ginobili",198.12,65,8.9,2.2,2.5,2.1,"2017-18"
"Mangok Mathiang",208.28,4,2,2.5,0,0.1,"2017-18"
"Maxi Kleber",210.82,72,5.4,3.3,0.7,-3.6,"2017-18"
"Mario Hezonja",203.2,75,9.6,3.7,1.4,-6,"2017-18"
"Meyers Leonard",215.9,33,3.4,2.1,0.5,-8.8,"2017-18"
"Nik Stauskas",198.12,41,4.4,1.6,1,-4.6,"2017-18"
"Michael Carter-Williams",198.12,52,4.6,2.7,2.2,-3.5,"2017-18"
"Norman Powell",193.04,70,5.5,1.7,1.3,-1.9,"2017-18"
"Noah Vonleh",205.74,54,4.9,5.8,0.6,-2.1,"2017-18"
"Malcolm Delaney",190.5,54,6.3,1.9,3,-4.5,"2017-18"
"Nikola Vucevic",213.36,57,16.5,9.2,3.4,-1.3,"2017-18"
"Nikola Mirotic",208.28,55,15.6,7.4,1.5,4.2,"2017-18"
"Nikola Jokic",208.28,75,18.5,10.7,6.1,6.2,"2017-18"
"Nigel Hayes",200.66,9,3,2.4,0.7,3.8,"2017-18"
"Nicolas Brussino",203.2,4,0,0.8,0,88.6,"2017-18"
"Nicolas Batum",203.2,64,11.6,4.8,5.5,-0.4,"2017-18"
"Nick Young",200.66,80,7.3,1.6,0.5,0.8,"2017-18"
"Nick Collison",208.28,15,2.1,1.3,0.3,-3.2,"2017-18"
"Nerlens Noel",210.82,30,4.4,5.6,0.7,-12.3,"2017-18"
"Nene",210.82,52,6.5,3.4,0.9,17.1,"2017-18"
"Nemanja Bjelica",208.28,67,6.8,4.1,1.3,0,"2017-18"
"Michael Beasley",205.74,74,13.2,5.6,1.7,-4,"2017-18"
"Naz Mitrou-Long",193.04,1,3,0,0,250,"2017-18"
"Myles Turner",210.82,65,12.7,6.4,1.3,3,"2017-18"
"Myke Henry",198.12,20,5.4,1.9,1.1,-4.1,"2017-18"
"Montrezl Harrell",203.2,76,11,4,1,2.1,"2017-18"
"Monte Morris",190.5,3,3.3,0.7,2.3,-14.8,"2017-18"
"Mirza Teletovic",205.74,10,7.1,2.3,1,-10.4,"2017-18"
"Mindaugas Kuzminskas",205.74,1,0,0,0,0,"2017-18"
"Milton Doyle",193.04,10,3.4,1.8,1,-5.3,"2017-18"
"Milos Teodosic",195.58,45,9.5,2.8,4.6,2.4,"2017-18"
"Miles Plumlee",210.82,55,4.3,4.1,0.8,-7.3,"2017-18"
"Mike Scott",203.2,76,8.8,3.3,1.1,-2,"2017-18"
"Mike Muscala",210.82,53,7.6,4.3,1,-4.4,"2017-18"
"Mike James",185.42,36,9.3,2.5,3.5,-2.6,"2017-18"
"Mike Conley",185.42,12,17.1,2.3,4.1,-2.6,"2017-18"
"Michael Kidd-Gilchrist",200.66,74,9.2,4.1,1,1.8,"2017-18"
"Nate Wolters",193.04,5,0.4,0.4,0.2,-0.5,"2017-18"
"Malcolm Brogdon",195.58,48,13,3.3,3.2,-2.1,"2017-18"
"Jrue Holiday",193.04,81,19,4.5,6,4.9,"2017-18"
"Luol Deng",205.74,1,2,0,1,-20.3,"2017-18"
"Kevin Love",208.28,59,17.6,9.3,1.7,1.4,"2017-18"
"Kevin Durant",205.74,68,26.4,6.8,5.4,7,"2017-18"
"Kentavious Caldwell-Pope",195.58,74,13.4,5.2,2.2,-0.9,"2017-18"
"Kent Bazemore",195.58,65,12.9,3.8,3.5,-4.5,"2017-18"
"Kenneth Faried",203.2,32,5.9,4.8,0.6,-5,"2017-18"
"Kendrick Perkins",208.28,1,3,1,2,18.4,"2017-18"
"Kemba Walker",185.42,80,22.1,3.1,5.6,3.3,"2017-18"
"Kelly Oubre Jr.",200.66,81,11.8,4.5,1.2,-2.4,"2017-18"
"Kelly Olynyk",213.36,76,11.5,5.7,2.7,5.3,"2017-18"
"Kay Felder",175.26,16,3.6,1.1,1.3,-15.1,"2017-18"
"Kawhi Leonard",200.66,9,16.2,4.7,2.3,3.9,"2017-18"
"Karl-Anthony Towns",213.36,82,21.3,12.3,2.4,6.1,"2017-18"
"Kadeem Allen",190.5,18,1.1,0.6,0.7,-8.4,"2017-18"
"Jusuf Nurkic",213.36,79,14.3,9,1.8,3.6,"2017-18"
"Kevon Looney",205.74,66,4,3.3,0.6,6.1,"2017-18"
"Justise Winslow",200.66,68,7.8,5.4,2.2,1,"2017-18"
"Justin Jackson",203.2,68,6.7,2.8,1.1,-7.6,"2017-18"
"Justin Holiday",198.12,72,12.2,4,2.1,-4,"2017-18"
"Justin Anderson",198.12,38,6.2,2.4,0.7,-7.2,"2017-18"
"Julyan Stone",198.12,23,0.8,1.3,1.1,9.3,"2017-18"
"Julius Randle",205.74,82,16.1,8,2.6,-1.4,"2017-18"
"Juancho Hernangomez",205.74,25,3.3,2.2,0.5,-4.2,"2017-18"
"Josh Smith",205.74,3,0.7,1.3,0,-34.3,"2017-18"
"Josh Richardson",198.12,81,12.9,3.5,2.9,0.8,"2017-18"
"Josh McRoberts",208.28,2,0,0,0,-14.3,"2017-18"
"Josh Magette",185.42,18,2.6,1.1,3.2,-0.5,"2017-18"
"Josh Jackson",203.2,77,13.1,4.6,1.5,-11.7,"2017-18"
"Josh Huestis",200.66,69,2.3,2.3,0.3,6,"2017-18"
"Josh Hart",195.58,63,7.9,4.2,1.3,-1.9,"2017-18"
"OG Anunoby",203.2,74,5.9,2.5,0.7,10,"2017-18"
"Justin Patton",213.36,1,2,0,0,30,"2017-18"
"Malachi Richardson",198.12,26,3.4,1.3,0.5,-7.8,"2017-18"
"Khem Birch",205.74,42,4.2,4.3,0.8,0.8,"2017-18"
"Klay Thompson",200.66,73,20,3.8,2.5,7.1,"2017-18"
"Luke Kornet",215.9,20,6.7,3.2,1.3,-9.3,"2017-18"
"Luke Kennard",195.58,73,7.6,2.4,1.7,3.9,"2017-18"
"Luke Babbitt",205.74,50,5.2,1.9,0.6,-2.7,"2017-18"
"Luis Montero",200.66,2,0,1,0,-29.4,"2017-18"
"Lucas Nogueira",213.36,49,2.5,1.8,0.4,9.3,"2017-18"
"Luc Mbah a Moute",203.2,61,7.5,3,0.9,9.7,"2017-18"
"Lou Williams",185.42,79,22.6,2.5,5.3,1.6,"2017-18"
"Lorenzo Brown",195.58,14,2.3,1.1,0.9,14.3,"2017-18"
"Lonzo Ball",198.12,52,10.2,6.9,7.2,-0.6,"2017-18"
"London Perrantes",187.96,14,0.5,0.3,0.4,-16,"2017-18"
"LeBron James",203.2,82,27.5,8.6,9.1,1.6,"2017-18"
"Lauri Markkanen",213.36,68,15.2,7.5,1.2,-9,"2017-18"
"Larry Nance Jr.",205.74,66,8.7,6.8,1.2,1,"2017-18"
"Larry Drew II",187.96,10,1.7,0.3,1,-9.1,"2017-18"
"Khris Middleton",203.2,82,20.1,5.2,4,1.6,"2017-18"
"Langston Galloway",187.96,58,6.2,1.6,1,4.2,"2017-18"
"Lance Stephenson",198.12,82,9.2,5.2,2.9,-3.2,"2017-18"
"LaMarcus Aldridge",210.82,75,23.1,8.5,2,5.4,"2017-18"
"Kyrie Irving",190.5,60,24.4,3.8,5.1,5.6,"2017-18"
"Kyle Singler",203.2,12,1.9,0.8,0.2,0.7,"2017-18"
"Kyle O'Quinn",208.28,77,7.1,6.1,2.1,-1.1,"2017-18"
"Kyle Lowry",182.88,78,16.2,5.6,6.9,7.6,"2017-18"
"Kyle Kuzma",205.74,77,16.1,6.3,1.8,-2.2,"2017-18"
"Kyle Korver",200.66,73,9.2,2.3,1.2,7.8,"2017-18"
"Kyle Collinsworth",198.12,32,3.2,3.3,1.8,-2.1,"2017-18"
"Kyle Anderson",205.74,74,7.9,5.4,2.7,3.3,"2017-18"
"Kristaps Porzingis",220.98,48,22.7,6.6,1.2,0.4,"2017-18"
"Kris Dunn",193.04,52,13.4,4.3,6,-8,"2017-18"
"Kosta Koufos",213.36,71,6.7,6.6,1.2,-8,"2017-18"
"Kobi Simmons",193.04,32,6.1,1.6,2.1,-17,"2017-18"
"Lance Thomas",203.2,73,4.1,2.4,0.6,-5.9,"2017-18"
"Okaro White",203.2,6,3.3,1.8,0.3,0.6,"2017-18"
