"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Quentin Grimes",195.58,71,11.3,3.2,2.1,4.4,"2022-23"
"Quenton Jackson",195.58,9,6.2,0.9,1.7,-6.7,"2022-23"
"Pat Connaughton",195.58,61,7.6,4.6,1.3,3.4,"2022-23"
"RJ Barrett",198.12,73,19.6,5,2.8,-1.2,"2022-23"
"Precious Achiuwa",203.2,55,9.2,6,0.9,-1.6,"2022-23"
"RaiQuan Gray",200.66,1,16,9,7,-17.5,"2022-23"
"R.J. Hampton",193.04,47,6.4,1.9,1.1,-8.7,"2022-23"
"Peyton Watson",200.66,23,3.3,1.6,0.5,-12,"2022-23"
"Patrick Beverley",187.96,67,6.2,3.7,2.9,-1.5,"2022-23"
"Paul Reed",205.74,69,4.2,3.8,0.4,-0.4,"2022-23"
"Paul George",203.2,56,23.8,6.1,5.1,4,"2022-23"
"Patty Mills",182.88,40,6.2,1.1,1.4,-5.8,"2022-23"
"Pascal Siakam",203.2,71,24.2,7.8,5.8,2.4,"2022-23"
"Patrick Williams",200.66,82,10.2,4,1.2,-2.4,"2022-23"
"Patrick Baldwin",205.74,31,3.9,1.3,0.4,-12.3,"2022-23"
"Raul Neto",187.96,48,3.3,1,1.6,1.4,"2022-23"
"Payton Pritchard",185.42,48,5.6,1.8,1.3,1.4,"2022-23"
"Reggie Bullock",198.12,78,7.2,3.6,1.4,-1.8,"2022-23"
"Russell Westbrook",190.5,73,15.9,5.8,7.5,-0.2,"2022-23"
"Richaun Holmes",203.2,42,3.1,1.9,0.2,-9.3,"2022-23"
"Saddiq Bey",200.66,77,13.8,4.7,1.5,-3.1,"2022-23"
"Paolo Banchero",208.28,72,20,6.9,3.7,-4.2,"2022-23"
"Sam Hauser",200.66,80,6.4,2.6,0.9,7.7,"2022-23"
"Saben Lee",187.96,25,6,1.8,2.7,-4.4,"2022-23"
"Ryan Rollins",190.5,12,1.9,1,0.5,-38.1,"2022-23"
"Ryan Arcidiacono",190.5,20,1.3,0.8,1.2,-12.8,"2022-23"
"Rui Hachimura",203.2,63,11.2,4.5,0.9,-1.2,"2022-23"
"Rudy Gobert",215.9,70,13.4,11.6,1.2,0.4,"2022-23"
"Rudy Gay",203.2,56,5.2,2.9,1,2.9,"2022-23"
"Royce O'Neale",198.12,76,8.8,5.1,3.7,2.1,"2022-23"
"Ron Harper Jr.",195.58,9,2.2,0.8,0.4,21.8,"2022-23"
"Romeo Langford",195.58,43,6.9,2.7,1.2,-8.5,"2022-23"
"Rodney McGruder",193.04,32,5.7,2.3,0.9,-3.5,"2022-23"
"Robin Lopez",213.36,37,3,1.4,0.5,-8.7,"2022-23"
"Robert Williams III",205.74,35,8,8.3,1.4,11.4,"2022-23"
"Robert Covington",200.66,48,6,3.5,1.2,-1,"2022-23"
"Ricky Rubio",187.96,33,5.2,2.1,3.5,3,"2022-23"
"Reggie Jackson",187.96,68,10.2,2.1,3.4,-2.2,"2022-23"
"PJ Dozier",198.12,16,1.4,0.9,0.6,-12.9,"2022-23"
"Montrezl Harrell",200.66,57,5.6,2.8,0.6,2.2,"2022-23"
"P.J. Tucker",195.58,75,3.5,3.9,0.8,4,"2022-23"
"Naz Reid",205.74,68,11.5,4.9,1.1,-4.2,"2022-23"
"Nathan Knight",203.2,38,3.7,1.5,0.3,-2.3,"2022-23"
"Nassir Little",195.58,54,6.6,2.6,0.9,-8.8,"2022-23"
"Naji Marshall",200.66,77,9.1,3.6,2.5,-0.1,"2022-23"
"Myles Turner",210.82,62,18,7.5,1.4,-1.2,"2022-23"
"Moussa Diabate",208.28,22,2.7,2.3,0.2,-3.2,"2022-23"
"Moses Moody",195.58,63,4.8,1.7,0.8,-0.6,"2022-23"
"Moses Brown",218.44,36,4.3,3.9,0.1,3.5,"2022-23"
"Moritz Wagner",210.82,57,10.5,4.5,1.5,-1.1,"2022-23"
"Monte Morris",187.96,62,10.3,3.4,5.3,0.1,"2022-23"
"Mo Bamba",213.36,49,6.6,4.6,0.9,1.5,"2022-23"
"Mitchell Robinson",213.36,59,7.4,9.4,0.9,7.3,"2022-23"
"Miles McBride",187.96,64,3.5,0.8,1.1,3.6,"2022-23"
"Mike Muscala",210.82,63,6.1,3.2,0.8,8.8,"2022-23"
"Mike Conley",185.42,67,11.9,2.7,6.7,1.3,"2022-23"
"Sam Merrill",193.04,5,5,1.8,1,-3.3,"2022-23"
"Mikal Bridges",198.12,83,20.1,4.4,3.3,0.8,"2022-23"
"Neemias Queta",213.36,5,2.4,2.2,0.2,-43.5,"2022-23"
"P.J. Washington",200.66,73,15.7,4.9,2.4,-7.2,"2022-23"
"Nerlens Noel",208.28,17,2.1,2.7,0.6,-16.8,"2022-23"
"Nick Richards",213.36,65,8.2,6.4,0.6,-4.5,"2022-23"
"Ousmane Dieng",205.74,39,4.9,2.7,1.2,2.9,"2022-23"
"Otto Porter Jr.",203.2,8,5.5,2.4,1,-5,"2022-23"
"Oshae Brissett",200.66,65,6.1,3.4,0.7,0.6,"2022-23"
"Orlando Robinson",208.28,31,3.7,4.1,0.8,3.8,"2022-23"
"Onyeka Okongwu",205.74,80,9.9,7.2,1,1.8,"2022-23"
"Omer Yurtseven",210.82,9,4.4,2.6,0.2,1.7,"2022-23"
"Olivier Sarr",210.82,9,4,3.4,0.4,6.8,"2022-23"
"Ochai Agbaji",195.58,59,7.9,2.1,1.1,-0.2,"2022-23"
"Obi Toppin",205.74,67,7.4,2.8,1,2.4,"2022-23"
"O.G. Anunoby",200.66,67,16.8,5,2,3,"2022-23"
"Norman Powell",193.04,60,17,2.9,1.8,-3.8,"2022-23"
"Noah Vonleh",208.28,23,1.1,2.1,0.3,-1.4,"2022-23"
"Nikola Vucevic",208.28,82,17.6,11,3.2,-0.5,"2022-23"
"Nikola Jovic",208.28,15,5.5,2.1,0.7,-3.5,"2022-23"
"Nikola Jokic",210.82,69,24.5,11.8,9.8,12.5,"2022-23"
"Nicolas Batum",203.2,78,6.1,3.8,1.6,4.5,"2022-23"
"Nickeil Alexander-Walker",195.58,59,6.2,1.7,1.8,-2,"2022-23"
"Nic Claxton",210.82,76,12.6,9.2,1.9,3.7,"2022-23"
"Sandro Mamukelashvili",208.28,43,6.1,4.3,1.4,-10.1,"2022-23"
"Wesley Matthews",195.58,52,3.4,2.2,0.7,2.8,"2022-23"
"Scottie Barnes",203.2,77,15.3,6.6,4.8,3.2,"2022-23"
"Vernon Carey Jr.",208.28,11,0.5,1,0.3,-17.3,"2022-23"
"Usman Garuba",203.2,75,3,4.1,0.9,-12.2,"2022-23"
"Udonis Haslem",200.66,7,3.9,1.6,0,-11.8,"2022-23"
"Udoka Azubuike",210.82,36,3.5,3.3,0.3,-11.7,"2022-23"
"Tyus Jones",187.96,80,10.3,2.5,5.2,2,"2022-23"
