"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"JR Smith",198.12,79,12.3,4.1,2.2,5.8,"2010-11"
"JaVale McGee",213.36,79,10.1,8,0.5,-4.4,"2010-11"
"Jamaal Magloire",210.82,18,1.9,3.4,0.2,7.2,"2010-11"
"James Posey",203.2,49,4.9,3,0.7,-3.7,"2010-11"
"Jamario Moon",203.2,59,4.3,2.8,0.9,-6.5,"2010-11"
"Jameer Nelson",182.88,76,13.1,3,6,7.5,"2010-11"
"James Anderson",198.12,26,3.6,0.9,0.7,-7,"2010-11"
"James Harden",195.58,82,12.2,3.1,2.1,5.7,"2010-11"
"James Johnson",205.74,38,7.1,3.7,2.3,-3.1,"2010-11"
"James Jones",203.2,81,5.9,2,0.5,8.6,"2010-11"
"Jamal Crawford",195.58,76,14.2,1.7,3.2,-1.3,"2010-11"
"Jarrett Jack",190.5,83,8.9,2.1,2.9,-5.6,"2010-11"
"Jared Jeffries",210.82,42,1.8,2.8,0.9,11,"2010-11"
"JJ Redick",193.04,59,10.1,1.9,1.7,4,"2010-11"
"Jarron Collins",210.82,28,0.7,0.9,0.1,-0.7,"2010-11"
"Jason Collins",213.36,49,2,2.1,0.4,8,"2010-11"
"Jason Kapono",203.2,24,0.7,0.5,0.2,7.6,"2010-11"
"Jason Kidd",193.04,80,7.9,4.4,8.2,3.7,"2010-11"
"Jason Maxiell",200.66,57,4.2,3,0.3,-6.5,"2010-11"
"Jason Richardson",198.12,80,15.6,4.1,1.8,5.3,"2010-11"
"Jason Smith",213.36,77,4.3,3.1,0.5,0.9,"2010-11"
"Jason Terry",187.96,82,15.8,1.9,4.1,6.4,"2010-11"
"Jason Thompson",210.82,75,8.8,6.1,1.2,-3.9,"2010-11"
"Jared Dudley",200.66,82,10.6,3.9,1.3,-0.2,"2010-11"
"JJ Hickson",205.74,80,13.8,8.7,1.1,-11.9,"2010-11"
"Ike Diogu",205.74,36,5.8,3.2,0.1,-10.6,"2010-11"
"Ish Smith",182.88,43,2.3,1.1,1.8,-4.4,"2010-11"
"Gary Forbes",200.66,63,5.2,1.8,0.8,-2.1,"2010-11"
"Gary Neal",193.04,80,9.8,2.5,1.2,3.8,"2010-11"
"George Hill",187.96,76,11.6,2.6,2.5,7.3,"2010-11"
"Gerald Henderson",193.04,68,9.6,3,1.5,-2.6,"2010-11"
"Gerald Wallace",200.66,71,15.7,8,2.4,3,"2010-11"
