"player_name","player_height","gp","pts","reb","ast","net_rating","season"
"Usman Garuba",203.2,24,2,3.5,0.7,7,"2021-22"
"Vlatko Cancar",203.2,15,4.1,2.1,1.1,0.8,"2021-22"
"Vit Krejci",203.2,30,6.2,3.4,1.9,-12.8,"2021-22"
"Victor Oladipo",193.04,8,12.4,2.9,3.5,-1.4,"2021-22"
"Vernon Carey Jr.",205.74,7,2.9,1.7,0,-47.6,"2021-22"
"Wayne Ellington",193.04,43,6.7,1.8,0.7,-3.8,"2021-22"
"Udonis Haslem",203.2,13,2.5,1.9,0.3,-9.5,"2021-22"
"Tyler Johnson",190.5,6,2.8,2,1.2,-1.9,"2021-22"
"Tyus Jones",182.88,73,8.7,2.4,4.4,7.6,"2021-22"
"Tyrone Wallace",195.58,6,2.8,1.3,0.2,-9.9,"2021-22"
"Tyrese Maxey",187.96,75,17.5,3.2,4.3,3.6,"2021-22"
"Tyrese Haliburton",195.58,77,15.3,4,8.2,-6,"2021-22"
"Tyrell Terry",187.96,2,1,0,0,-6.9,"2021-22"
"Tyler Herro",195.58,66,20.7,5,4,5.3,"2021-22"
"Wayne Selden",193.04,3,1.7,0.3,0.3,-34.5,"2021-22"
"Udoka Azubuike",213.36,17,4.7,4.2,0,2,"2021-22"
"Wendell Carter Jr.",208.28,62,15,10.5,2.8,-3.7,"2021-22"
"Ziaire Williams",205.74,62,8.1,2.1,1,4.2,"2021-22"
"Wes Iwundu",198.12,3,7.3,4.3,0,-1.4,"2021-22"
"Tyler Hall",195.58,1,0,0,0,-100,"2021-22"
"Zylan Cheatham",195.58,1,0,0,0,-106.8,"2021-22"
"Zeke Nnaji",205.74,41,6.6,3.6,0.4,-3.2,"2021-22"
"Zavier Simpson",182.88,4,11,5.3,7.5,-26.5,"2021-22"
"Zach LaVine",195.58,67,24.4,4.6,4.5,-0.9,"2021-22"
"Zach Collins",210.82,28,7.8,5.5,2.2,3.1,"2021-22"
"Yves Pons",195.58,12,1.1,1,0.1,-21.3,"2021-22"
"Yuta Watanabe",205.74,38,4.3,2.4,0.6,-3.9,"2021-22"
"Xavier Tillman Sr.",203.2,53,4.8,3,1.2,-1.4,"2021-22"
"Xavier Sneed",195.58,9,0.6,0.7,0.1,-3.8,"2021-22"
"Xavier Moon",187.96,10,5.8,1.4,2.4,1.4,"2021-22"
"Willy Hernangomez",210.82,50,9.1,6.8,1.3,-1.6,"2021-22"
"Willie Cauley-Stein",213.36,20,1.7,2,0.5,7.2,"2021-22"
"Will Barton",195.58,71,14.7,4.8,3.9,2,"2021-22"
"Wesley Matthews",193.04,49,5.1,1.9,0.7,6.7,"2021-22"
"Wenyen Gabriel",205.74,26,5.4,3.7,0.5,6.7,"2021-22"
"Tyler Cook",203.2,20,3.4,2.7,0.2,-7.5,"2021-22"
"Darius Bazley",203.2,69,10.8,6.3,1.4,-11.3,"2021-22"
"Troy Brown Jr.",198.12,66,4.3,3.1,1,-2.3,"2021-22"
"Evan Fournier",198.12,80,14.1,2.6,2.1,-2.7,"2021-22"
"Evan Mobley",210.82,69,15,8.3,2.5,1.7,"2021-22"
"Facundo Campazzo",177.8,65,5.1,1.8,3.4,-8.6,"2021-22"
"Feron Hunt",203.2,2,0,0.5,0.5,-10.1,"2021-22"
"Frank Jackson",190.5,53,10.6,1.6,1,-6.8,"2021-22"
"Frank Kaminsky",213.36,9,10.6,4.6,1.4,9.6,"2021-22"
"Frank Ntilikina",193.04,58,4.1,1.4,1.2,4.3,"2021-22"
"Franz Wagner",208.28,79,15.2,4.5,2.9,-4.9,"2021-22"
"Fred VanVleet",185.42,65,20.3,4.4,6.7,3.7,"2021-22"
"Freddie Gillespie",205.74,9,2.3,4,0.6,-13.6,"2021-22"
"Furkan Korkmaz",200.66,67,7.6,2.6,1.9,0.8,"2021-22"
"Gabe Vincent",190.5,68,8.7,1.9,3.1,3.1,"2021-22"
"Gabe York",190.5,2,4,1,2,-14.6,"2021-22"
"Gabriel Deck",198.12,7,2.6,0.9,0.7,-13.6,"2021-22"
"Gabriel Lundberg",193.04,4,3.3,1.8,2.8,18.3,"2021-22"
"Garrett Temple",195.58,59,5.2,2.4,1.3,-13.7,"2021-22"
"Garrison Mathews",195.58,65,10,2.9,1,-5.9,"2021-22"
"Gorgui Dieng",208.28,44,3.5,2.8,0.8,-9.2,"2021-22"
"Gordon Hayward",200.66,49,15.9,4.6,3.6,-0.4,"2021-22"
"Ty Jerome",195.58,48,7.1,1.6,2.3,-1.5,"2021-22"
"Goran Dragic",190.5,21,7.5,3.1,4.1,0.4,"2021-22"
"Goga Bitadze",213.36,50,7,3.5,1.1,-2.4,"2021-22"
"Giannis Antetokounmpo",210.82,67,29.9,11.6,5.8,8,"2021-22"
"Eugene Omoruyi",198.12,4,1.8,1.8,0.5,11.9,"2021-22"
"Georgios Kalaitzakis",200.66,13,6.6,1.6,0.9,-29.3,"2021-22"
"George King",198.12,4,0.3,1.3,0,-62.2,"2021-22"
"George Hill",193.04,54,6.2,2.9,2.2,11.7,"2021-22"
"Gary Trent Jr.",195.58,70,18.3,2.7,2,3.3,"2021-22"
"Gary Payton II",190.5,71,7.1,3.5,0.9,8.3,"2021-22"
"Gary Harris",193.04,61,11.1,2,1.8,-5.9,"2021-22"
"Gary Clark",198.12,38,2.7,2.4,0.5,-2.1,"2021-22"
